@id	name	route	network
18864825	Grand Enchantment Trail Segment 7: Aravaipa Canyon Wilderness	hiking	
18864844	Grand Enchantment Trail Segment 6 Alternative: Aravaipa Canyon Wilderness Bypass	hiking	
18864868	Grand Enchantment Trail Segment 7 Alternative: Aravaipa Canyon Bypass North	hiking	
18864921	Grand Enchantment Trail Alternative 8A	hiking	
18864922	Grand Enchantment Trail Alternative 8B	hiking	
18864923	Grand Enchantment Trail Segment 8: Santa Teresa Wilderness	hiking	
18864933	Grand Enchantment Trail Segment 9: Underwood Canyon	hiking	
18864995	Grand Enchantment Trail Alternative 10B	hiking	
18864996	Grand Enchantment Trail Segment 10: Pinaleño Mountains	hiking	
18864997	Grand Enchantment Trail Alternative 10A	hiking	
18866152	Grand Enchantment Trail Segment 11: Gila Valley South	hiking	
18866249	Grand Enchantment Trail Alternative 12	hiking	
18866250	Grand Enchantment Trail Segment 12: Gila Valley North	hiking	
18866397	Grand Enchantment Trail Segment 13: Old Safford-Morenci Trail	hiking	
18866600	Grand Enchantment Trail: Lower Eagle Creek Road Spur	hiking	
18866601	Grand Enchantment Trail Segment 14: Eagle Creek - Painted Bluffs	hiking	
18866642	Grand Enchantment Trail Segment 15: Coronado Trail	hiking	
18866650	Grand Enchantment Trail Alternative 15	hiking	
18866789	Grand Enchantment Trail Segment 16: Blue River	hiking	
18866862	Grand Enchantment Trail Segment 17: Maple Peak	hiking	
18866863	Wild Bunch Trail	hiking	lwn
18983188	Victoria Mine Trail	hiking	
19001734	Hugh Norris Big Loop	hiking	lwn
19020837	Beale Street	road	
19034647		road	US:I:Future
19034648		road	US:I:Future
19034649	Future I-11	road	US:I:Future
19100780		road	US:AZ
19119454	Navajo Route 64	road	US:BIA
19119495	Navajo Route 7	road	US:BIA
19119540	Navajo Route 27	road	US:BIA
19136129	Old US 93 (AZ)	road	US:US:Old
19173922	Canyon Coaster	railway	
19174298		road	US:US:Future
19175278	Old US 89A	road	US:US:Historic
19186931	Future I-40	road	US:I:Future
19198179	Mohave County Highway 259	road	US:AZ:Mohave
19198183	Mohave County Route 157	road	US:AZ:Mohave
19236098	Light Rail A Line Westbound	light_rail	Valley Metro
19244495	Light Rail B Line Northbound	light_rail	Valley Metro
19251454	Light Rail B Line Southbound	light_rail	Valley Metro
19363110	Grand Avenue	road	
19477456	Bullhead Parkway	road	
19531245	Juan Bautista de Anza National Historic Trail Auto Tour Route	road	US:NHT
19639035	Indian Route 131	road	US:BIA
19639036	Indian Route 56	road	US:BIA
19639037	Gilbert Road	road	US:BIA
19639038	Santan Road	road	US:BIA
19639039		road	US:BIA
19639040		road	US:BIA
19639041	Aspen Road	road	US:BIA
19639042	Maize Road	road	US:BIA
19639043		road	US:BIA
19639044	Upper Santan Road	road	US:BIA
19639045	Sacaton Road	road	US:BIA
19639046		road	US:BIA
19639047		road	US:BIA
19639048		road	US:BIA
19639049		road	US:BIA
19639190	Sky Harbor Boulevard	road	
19699374	Fort Mohave/Bullhead Shuttle	bus	Needles Area Transit
19787432	The Buttes FR 893	road	
19787433	Hellsgate Trail #37	hiking	
19857000	Pipeline Canyon Trail	hiking	
19857197	Yavapai Point Trail	hiking	
19857198	Cottonwood	hiking	
19868800	Golden Gate Mountain Loop	hiking	lwn
19895187	SR 85 Gila Bend East Bypass	road	
19902376	SunZia Transmission	power	
19972845	Cottonwood Road	road	US:AZ:Mohave
20012137	Town of Prescott Valley Bicycle Route 1 {ToPVBR1}	bicycle	lcn
20020393	Prescott Valley Multiuse Pathway MP-2	bicycle	
20043274	City of Prescott Bicycle Route 1 {CoPBr1}	bicycle	lcn
20043723			
20046544	Montezuma Promenade	foot	lwn
20046583	City of Prescott Pedestrian and Promenade Network 1 {CoPPPN1}	foot	lwn
20054496	Pbr1 n1	bicycle	
20054497	PBr1 N2	bicycle	lcn
20054498		bicycle	lcn
20054499	Pbr1N4	bicycle	
20054500		bicycle	lcn
20085037	Town of Prescott Valley Bicycle Route 2 {ToPVBR2}	bicycle	lcn
20086484	Navajo Route 5113	road	US:BIA
20086498		road	US:BIA
20115040		road	
20124868	Hopi Route 18	road	US:Hopi
20124869	Hopi Route 17	road	US:Hopi
20124870	Navajo Route 4	road	US:BIA
20124872	Hopi Route 4	road	US:Hopi
20124873	Indian Route 43	road	US:BIA
20124988	Navajo Route 8064	road	US:BIA
20124989	Indian Route 42	road	US:BIA
20127066		road	US:US:Old
20128546	Central Boulevard	road	
20137090	Arizona State Route 77	road	US:AZ
20180090	Gateway Freeway	road	US:AZ
20180091	Gateway Freeway	road	US:AZ
20206559		road	US:I:Express
